Title;Number of characters;Max Degree;Average Degree;Density;Average Path Length
1907_Schnitzler,_Arthur_-_Komtesse_Mizzi_oder_Der_Familientag;12;11;11.0;1.0;1.0
1907_Strindberg,_August_Johan_-_Gespenstersonate;18;17;17.0;1.0;1.0
1908_Ball,_Hugo_-_Die_Nase_des_Michelangelo;13;12;6.92;0.58;1.42
1908_Holz,_Arno_-_Sonnenfinsternis;9;8;6.67;0.83;1.17
1908_Lautensack,_Heinrich_-_Hahnenkampf;23;22;12.52;0.57;1.43
1908_Thoma,_Ludwig_-_Moral;20;15;7.6;0.4;1.83
1909_Dehmel,_Richard_Fedor_Leopold_-_Michel_Michael;77;76;34.34;0.45;1.55
1909_Hauptmann,_Carl_-_Der_Antiquar;6;5;5.0;1.0;1.0
1909_Hauptmann,_Carl_-_Fasching;46;45;38.22;0.85;1.15
1909_Hauptmann,_Carl_-_Frau_Nadja_Bielew;10;9;9.0;1.0;1.0
1909_Hauptmann,_Carl_-_Im_goldenen_Tempel-Buche_verzeichnet;13;12;6.46;0.54;1.46
1909_Hofmannsthal,_Hugo_von_-_Der_Rosenkavalier;43;42;20.93;0.5;1.5
1910_Essig,_Hermann_-_Der_Frauenmut;40;39;21.0;0.54;1.46
1910_Heym,_Georg_-_Atalanta_oder_die_Angst;3;2;2.0;1.0;1.0
1910_Schnitzler,_Arthur_-_Das_weite_Land;55;54;26.95;0.5;1.5
1910_Thoma,_Ludwig_-_Erster_Klasse;10;9;8.4;0.93;1.07
1911_Lautensack,_Heinrich_-_Die_Pfarrhauskomödie;6;5;3.67;0.73;1.27
1911_Sorge,_Reinhard_Johannes_-_Odysseus;23;22;22.0;1.0;1.0
1911_Sudermann,_Hermann_-_Der_Bettler_von_Syrakus;69;43;13.45;0.2;2.07
1911_Thoma,_Ludwig_-_Lottchens_Geburtstag;6;5;4.0;0.8;1.2
1911_Wedekind,_Frank_-_Franziska._Ein_modernes_Mysterium_in_fünf_Akten;38;36;10.0;0.27;1.73
1912_Hofmannsthal,_Hugo_von_-_Ariadne_auf_Naxos;32;31;16.75;0.54;1.46
1912_Schnitzler,_Arthur_-_Professor_Bernhardi;29;28;15.66;0.56;1.44
1912_Sorge,_Reinhard_Johannes_-_Der_Bettler;73;72;50.58;0.7;1.3
1912_Thoma,_Ludwig_-_Magdalena;16;14;4.62;0.31;1.74
1912_Wildgans,_Anton_-_In_Ewigkeit_Amen;14;13;13.0;1.0;1.0
1913_Hauptmann,_Carl_-_Die_armseligen_Besenbinder;36;25;9.06;0.26;1.93
1913_Hofmannsthal,_Hugo_von_-_Die_Frau_ohne_Schatten;45;44;25.2;0.57;1.43
1913_Holz,_Arno_-_Ignorabimus;9;8;6.44;0.81;1.19
1913_Wildgans,_Anton_-_Armut;13;11;6.15;0.51;1.51
1914_Fock,_Gorch_-_Cili_Cohrs;5;4;2.0;0.5;1.5
1914_Sorge,_Reinhard_Johannes_-_Der_Sieg_des_Christos;77;49;12.05;0.16;1.89
1914_Stramm,_August_-_Die_Haidebraut;0;0;0.0;nan;nan
1914_Stramm,_August_-_Erwachen;0;0;0.0;nan;nan
1914_Stramm,_August_-_Rudimentär;0;0;0.0;nan;nan
1914_Stramm,_August_-_Sancta_Susanna;0;0;0.0;nan;nan
1915_Dovsky,_Beatrice_-_Mona_Lisa;31;30;30.0;1.0;1.0
1915_Scheerbart,_Paul_-_Das_Gift;4;3;3.0;1.0;1.0
1915_Scheerbart,_Paul_-_Das_Mirakel;2;1;1.0;1.0;1.0
1915_Scheerbart,_Paul_-_Das_dumme_Luder;5;4;4.0;1.0;1.0
1915_Scheerbart,_Paul_-_Der_Herr_vom_Jenseits;2;1;1.0;1.0;1.0
1915_Scheerbart,_Paul_-_Der_Regierungswechsel;4;3;3.0;1.0;1.0
1915_Scheerbart,_Paul_-_Der_Schornsteinfeger;3;2;2.0;1.0;1.0
1915_Scheerbart,_Paul_-_Der_Wetterfürst;3;2;2.0;1.0;1.0
1915_Scheerbart,_Paul_-_Der_alte_Petrus,_oder_Im_Himmel_spukt_es_auch;10;9;9.0;1.0;1.0
1915_Scheerbart,_Paul_-_Der_fanatische_Bürgermeister;8;7;6.0;0.86;1.14
1915_Scheerbart,_Paul_-_Der_vornehme_Räuberhauptmann;8;7;4.0;0.57;1.43
1915_Scheerbart,_Paul_-_Die_Puppe_und_die_Dauerwurst;4;3;3.0;1.0;1.0
1915_Scheerbart,_Paul_-_Die_Urgrossmutter;3;2;2.0;1.0;1.0
1915_Scheerbart,_Paul_-_Die_Welt_geht_unter!;6;5;5.0;1.0;1.0
1915_Scheerbart,_Paul_-_Die_Wurzeln_der_Wohlhabenheit;18;17;9.22;0.54;1.46
1915_Scheerbart,_Paul_-_Die_lustigen_Räuber;15;14;11.33;0.81;1.19
1915_Scheerbart,_Paul_-_Es_lebe_Europa!;9;8;5.56;0.69;1.31
1915_Scheerbart,_Paul_-_Geheimnisse;0;0;0.0;nan;nan
1915_Scheerbart,_Paul_-_Herr_Kammerdiener_Kneetschke;12;11;7.17;0.65;1.35
1915_Scheerbart,_Paul_-_Lachende_Gespenster;12;11;11.0;1.0;1.0
1915_Scheerbart,_Paul_-_Okurirasûna;11;10;9.64;0.96;1.04
1915_Scheerbart,_Paul_-_Rübezahl;21;16;5.33;0.27;1.92
1915_Scheerbart,_Paul_-_Sophie;0;0;0.0;nan;nan
1915_Stramm,_August_-_Geschehen;0;0;0.0;nan;nan
1915_Stramm,_August_-_Kräfte;0;0;0.0;nan;nan
1916_Wildgans,_Anton_-_Dies_irae;22;17;9.09;0.43;1.57
1917_Busoni,_Ferruccio_-_Turandot;23;21;11.91;0.54;1.48
1917_Dehmel,_Richard_Fedor_Leopold_-_Die_Menschenfreunde;15;14;11.07;0.79;1.21
1917_Hofmannsthal,_Hugo_von_-_Der_Schwierige;23;18;6.7;0.3;1.8
1918_Ertler,_Bruno_-_Anna_Iwanowna;41;40;24.39;0.61;1.39
1918_Hauptmann,_Carl_-_Gaukler,_Tod_und_Juwelier;42;20;8.29;0.2;2.16
1918_Hauptmann,_Carl_-_Musik;30;21;10.67;0.37;1.43
1918_Hauptmann,_Carl_-_Tobias_Buntschuh;25;13;4.88;0.2;2.08
1919_Avenarius,_Ferdinand_-_Faust;94;73;15.43;0.17;2.12
1919_Boßdorf,_Hermann_-_Bahnmeister_Dood;8;7;6.25;0.89;1.11
1919_Chlumberg,_Hans_von_-_Die_Führer;34;23;12.88;0.39;1.77
1919_Kaltneker,_Hans_-_Das_Bergwerk;69;68;38.17;0.56;1.44
1919_Kaltneker,_Hans_-_Die_Opferung;53;52;21.4;0.41;1.59
1919_Rubiner,_Ludwig_-_Die_Gewaltlosen;95;66;15.05;0.16;2.02
1920_Mühsam,_Erich_-_Judas._Ein_Arbeiterdrama;37;36;29.03;0.81;1.19
1921_Boßdorf,_Hermann_-_De_rode_Ünnerrock;10;9;7.8;0.87;1.13
1921_Hofmannsthal,_Hugo_von_-_Der_Turm;94;89;30.45;0.33;1.69
1922_Ertler,_Bruno_-_Belian_und_Marpalye;33;26;10.06;0.31;1.77
1922_Ertler,_Bruno_-_Das_Spiel_von_Doktor_Faust;28;16;6.07;0.22;2.02
1922_Hofmannsthal,_Hugo_von_-_Das_Salzburger_große_Welttheater;25;24;24.0;1.0;1.0
1923_Heiseler,_Henry_von_-_Die_Kinder_Godunófs;31;30;12.06;0.4;1.6
1923_Hofmannsthal,_Hugo_von_-_Der_Unbestechliche;17;14;7.41;0.46;1.59
1924_Busoni,_Ferruccio_-_Doktor_Faust;44;43;16.95;0.39;1.61
1925_Klabund_-_Der_Kreidekreis;26;25;8.15;0.33;1.67
1926_Hofmannsthal,_Hugo_von_-_Der_Turm_(Neue_Fassung);98;93;32.55;0.34;1.68
1927_Hofmannsthal,_Hugo_von_-_Arabella;21;20;14.57;0.73;1.27
1927_Klabund_-_XYZ;3;2;2.0;1.0;1.0
1928_Mühsam,_Erich_-_Staatsräson._Ein_Denkmal_für_Sacco_und_Vanzetti;58;53;16.93;0.3;1.74
1930_Chlumberg,_Hans_von_-_Wunder_um_Verdun;128;117;31.56;0.25;1.81
1931_Schnitzler,_Arthur_-_I._Der_Puppenspieler;5;4;4.0;1.0;1.0
1931_Schnitzler,_Arthur_-_II._Der_tapfere_Cassian;5;4;4.0;1.0;1.0
1931_Schnitzler,_Arthur_-_III._Zum_grossen_Wurstel;45;44;44.0;1.0;1.0
